,Date,Time,PH,TEMP,DO,TURBIDITY,tempC,label
1137,16-02-2022,03:00:00,8.483,24.88508,1.442,18.1602,27,0
1140,16-02-2022,04:00:00,8.0838,26.78764,2.884,39.6036,22,0
1143,16-02-2022,05:00:00,7.984,27.8806,2.575,19.6992,17,0
1146,16-02-2022,06:00:00,8.8822,28.07288,2.678,12.6198,15,0
1149,16-02-2022,07:00:00,5.0898,30.866,8.1016,45.2032,31,0
1152,17-02-2022,08:00:00,5.1896,32.03992,7.1394,41.8735,32,0
1155,17-02-2022,09:00:00,5.0898,28.88248,7.824,43.2861,44,0
1158,17-02-2022,10:00:00,5.6886,32.24232,8.313,45.1023,42,0
1161,17-02-2022,11:00:00,5.1896,32.31316,7.4328,42.378,34,0
1164,17-02-2022,12:00:00,5.9118,32.06016,6.125592612,38.6447,32,0
1167,17-02-2022,13:00:00,5.9118,34.93424,4.661156726,37.8375,32,0
1170,17-02-2022,14:00:00,5.8116,36.2235,5.660127272,35.4159,25,0
1173,17-02-2022,15:00:00,4.64686,30.890794,5.63978312,35.163072,21,0
1176,17-02-2022,16:00:00,4.94975,24.708486,4.95911964,33.593292,31,0
1179,17-02-2022,17:00:00,7.43487,25.258255,1.88408484,22.290876,28,0
1182,17-02-2022,18:00:00,5.97555,25.154525,2.87570844,22.918788,33,0
1185,17-02-2022,19:00:00,4.72458,24.978184,0.69413652,35.686332,32,0
1188,17-02-2022,20:00:00,7.26605,24.594383,2.18157192,20.9304,28,0
1191,17-02-2022,21:00:00,5.27691,24.469907,0.79329888,24.06996,25,0
1194,17-02-2022,22:00:00,4.69884,24.003122,0.39664944,23.860656,24,0
1197,17-02-2022,23:00:00,7.23964,23.505218,2.77654608,33.697944,22,0
1200,17-02-2022,00:00:00,5.88395,23.017687,2.28073428,30.976992,23,0
1203,17-02-2022,01:00:00,7.39799,22.768735,0.0,24.06996,28,0
1206,17-02-2022,02:00:00,6.07998,22.426426,2.37989664,26.895564,33,0
1209,17-02-2022,03:00:00,5.89135,22.187847,1.4874354,26.895564,31,0
1212,17-02-2022,04:00:00,5.22384,21.845538,0.69413652,27.000216,27,0
1215,17-02-2022,05:00:00,6.58804,22.218966,0.39664944,28.046736,24,0
1218,17-02-2022,06:00:00,6.92635,22.727243,0.59497416,27.000216,23,0
1221,17-02-2022,07:00:00,6.89899,23.328877,2.28073428,30.453732,21,0
1224,18-02-2022,08:00:00,6.37998,23.920138,0.19832472,29.407212,22,0
1227,18-02-2022,09:00:00,6.54953,25.061168,0.19832472,20.093184,29,0
1230,18-02-2022,10:00:00,4.93868,25.984365,0.59497416,19.988532,33,0
1233,18-02-2022,11:00:00,6.32104,26.254063,1.4874354,31.3956,29,0
1236,18-02-2022,12:00:00,6.0292,26.575626,0.79329888,28.046736,26,0
1239,18-02-2022,13:00:00,5.96923,27.021665,1.28911068,19.674576,23,0
1242,18-02-2022,14:00:00,7.31612,26.886816,2.57822136,26.163,21,0
1245,18-02-2022,15:00:00,5.54353,26.648237,2.77654608,24.59322,20,0
1248,18-02-2022,16:00:00,4.66942,26.534134,0.09916236,20.197836,24,0
1251,18-02-2022,17:00:00,5.64927,25.963619,2.87570844,34.221204,31,0
1254,18-02-2022,18:00:00,6.08327,25.372358,2.37989664,21.767616,33,0
1257,18-02-2022,19:00:00,5.51143,25.050795,0.9916236,34.325856,29,0
1260,18-02-2022,20:00:00,5.31958,24.615129,1.38827304,19.88388,25,0
1263,18-02-2022,21:00:00,7.13763,24.366177,0.09916236,32.44212,23,0
1266,18-02-2022,22:00:00,5.37046,23.909765,1.58659776,28.360692,21,0
1269,18-02-2022,23:00:00,6.66302,23.214774,2.28073428,35.267724,20,0
1272,18-02-2022,00:00:00,4.81207,22.934703,1.88408484,30.244428,24,0
1275,18-02-2022,01:00:00,6.1974,22.550902,0.79329888,31.604904,30,0
1278,18-02-2022,02:00:00,7.07157,22.457545,1.58659776,19.569924,33,0
1281,18-02-2022,03:00:00,5.85439,22.270831,0.19832472,29.407212,29,0
1284,18-02-2022,04:00:00,7.48718,21.928522,0.19832472,25.849044,24,0
1287,18-02-2022,05:00:00,4.93899,22.104863,0.9916236,22.50018,22,0
1290,18-02-2022,06:00:00,7.00201,22.779108,2.67738372,31.814208,20,0
1293,18-02-2022,07:00:00,5.83897,23.245893,0.19832472,30.976992,19,0
1296,19-02-2022,08:00:00,6.59313,23.920138,1.68576012,33.802596,27,0
1299,19-02-2022,09:00:00,6.35802,24.988557,1.9832472,23.232744,34,0
1302,19-02-2022,10:00:00,6.39754,25.434596,2.18157192,28.046736,32,0
1305,19-02-2022,11:00:00,6.51189,26.108841,1.18994832,28.883952,27,0
1308,19-02-2022,12:00:00,4.63654,27.042411,0.4958118,25.63974,25,0
1311,19-02-2022,13:00:00,5.53756,26.503015,2.37989664,20.721096,22,0
1314,19-02-2022,14:00:00,6.56371,26.046603,1.4874354,30.976992,21,0
1317,19-02-2022,15:00:00,4.64943,25.548699,1.28911068,22.186224,25,0
1320,19-02-2022,16:00:00,4.87012,25.216763,2.28073428,27.628128,32,0
1323,19-02-2022,17:00:00,4.55052,24.967811,0.0,32.756076,35,0
1326,19-02-2022,18:00:00,5.01222,24.801843,1.78492248,31.290948,30,0
1329,19-02-2022,19:00:00,6.38385,24.552891,0.09916236,32.756076,27,0
1332,19-02-2022,20:00:00,5.95472,24.48028,1.18994832,26.163,25,0
1335,19-02-2022,21:00:00,6.32576,24.023868,1.4874354,19.569924,23,0
1338,19-02-2022,22:00:00,7.03717,23.577829,1.58659776,31.290948,22,0
1341,19-02-2022,23:00:00,5.28933,23.287385,1.38827304,22.814136,25,0
1344,19-02-2022,00:00:00,6.7615,22.945076,2.28073428,22.081572,31,0
1347,19-02-2022,01:00:00,7.13859,22.519783,1.78492248,29.511864,34,0
1350,19-02-2022,02:00:00,5.42288,22.156728,0.79329888,34.430508,27,0
1353,19-02-2022,03:00:00,5.0755,22.032252,1.38827304,30.453732,24,0
1356,19-02-2022,04:00:00,4.55729,22.71687,0.09916236,23.442048,21,0
1359,19-02-2022,05:00:00,5.36685,23.33925,0.79329888,29.093256,20,0
1362,19-02-2022,06:00:00,5.5795,24.27282,1.58659776,27.314172,20,0
1365,19-02-2022,07:00:00,6.7713,24.729232,2.08240956,34.744464,27,0
1368,20-02-2022,08:00:00,7.03762,25.019676,1.88408484,27.837432,32,0
1371,20-02-2022,09:00:00,6.11034,25.133779,0.19832472,30.244428,31,0
1374,20-02-2022,10:00:00,6.59156,25.839143,1.58659776,19.988532,24,0
1377,20-02-2022,11:00:00,4.81111,26.938681,1.9832472,21.035052,21,0
1380,20-02-2022,12:00:00,5.73601,26.274809,0.29748708,19.779228,17,0
1383,20-02-2022,13:00:00,6.03155,26.005111,1.28911068,33.48864,16,0
1386,20-02-2022,14:00:00,6.6873,25.776905,1.18994832,20.721096,22,0
1389,20-02-2022,15:00:00,6.7946,25.092287,1.88408484,34.639812,30,0
1392,20-02-2022,16:00:00,4.66066,24.781097,0.29748708,19.569924,33,0
1395,20-02-2022,17:00:00,5.31211,24.646248,0.89246124,31.186296,27,0
1398,20-02-2022,18:00:00,7.20153,24.542518,2.77654608,30.663036,22,0
1401,20-02-2022,19:00:00,5.60348,24.324685,2.37989664,35.686332,20,0
1404,20-02-2022,20:00:00,4.94514,23.930511,1.09078596,30.139776,18,0
1407,20-02-2022,21:00:00,6.17507,23.723051,1.09078596,28.046736,17,0
1410,20-02-2022,22:00:00,6.1455,23.370369,0.4958118,31.186296,26,0
1413,20-02-2022,23:00:00,4.88476,23.079925,0.09916236,26.267652,33,0
1416,20-02-2022,00:00:00,5.78171,22.50941,1.09078596,26.68626,33,0
1419,20-02-2022,01:00:00,5.45094,21.876657,2.28073428,31.709556,26,0
1422,20-02-2022,02:00:00,7.1543,22.61314,0.19832472,35.372376,25,0
1425,20-02-2022,03:00:00,6.54769,23.225147,2.87570844,19.779228,24,0
1428,20-02-2022,04:00:00,7.35644,23.640067,1.78492248,35.477028,22,0
1431,20-02-2022,05:00:00,5.26038,23.795662,2.57822136,35.895636,22,0
1434,20-02-2022,06:00:00,6.02005,24.355804,0.69413652,27.000216,25,0
1437,20-02-2022,07:00:00,4.58142,25.444969,1.9832472,24.802524,27,0
1440,21-02-2022,08:00:00,6.28945,26.337047,2.37989664,22.290876,23,0
1443,21-02-2022,09:00:00,4.53081,26.886816,1.9832472,33.802596,22,0
1446,21-02-2022,10:00:00,6.8634,26.326674,2.37989664,26.581608,20,0
1449,21-02-2022,11:00:00,6.57205,26.015484,1.4874354,24.174612,19,0
1452,21-02-2022,12:00:00,5.86722,25.652429,0.09916236,31.709556,19,0
1455,21-02-2022,13:00:00,5.69966,25.361985,1.78492248,30.558384,21,0
1458,21-02-2022,14:00:00,4.85336,25.123406,2.77654608,23.128092,23,0
1461,21-02-2022,15:00:00,7.01237,24.832962,1.58659776,27.418824,25,0
1464,21-02-2022,16:00:00,5.69308,24.635875,0.09916236,34.430508,21,0
1467,21-02-2022,17:00:00,4.63997,24.521772,2.37989664,30.34908,20,0
1470,21-02-2022,18:00:00,6.04896,24.034241,2.37989664,36.000288,19,0
1473,21-02-2022,19:00:00,6.9797,23.878646,1.88408484,19.88388,19,0
1476,21-02-2022,20:00:00,6.55622,23.359996,0.9916236,29.30256,17,0
1479,21-02-2022,21:00:00,4.79566,23.142163,0.79329888,33.279336,23,0
1482,21-02-2022,22:00:00,7.4941,22.851719,0.09916236,33.070032,30,0
1485,21-02-2022,23:00:00,7.4878,22.519783,1.78492248,27.628128,31,0
1488,21-02-2022,00:00:00,7.00339,22.09449,1.78492248,27.523476,24,0
1491,21-02-2022,01:00:00,7.08583,22.042625,2.57822136,30.976992,22,0
1494,21-02-2022,02:00:00,4.77769,22.478291,2.87570844,21.662964,20,0
1497,21-02-2022,03:00:00,5.34337,23.13179,0.4958118,25.11648,17,0
1500,21-02-2022,04:00:00,5.13301,23.847527,2.18157192,27.523476,19,0
1503,21-02-2022,05:00:00,4.73873,24.044614,1.88408484,32.232816,26,0
1506,21-02-2022,06:00:00,4.89692,24.926319,2.37989664,23.5467,31,0
1509,21-02-2022,07:00:00,5.12332,25.403477,0.0,19.674576,29,0
1512,22-02-2022,08:00:00,5.8981,26.420031,0.79329888,23.651352,22,0
1515,22-02-2022,09:00:00,5.33681,26.668983,1.88408484,28.151388,20,0
1518,22-02-2022,10:00:00,4.70511,26.492642,2.77654608,35.267724,19,0
1521,22-02-2022,11:00:00,5.72648,26.264436,0.4958118,23.860656,17,0
1524,22-02-2022,12:00:00,6.8978,25.849516,0.89246124,19.569924,22,0
1527,22-02-2022,13:00:00,5.82155,25.600564,0.39664944,35.58168,29,0
1530,22-02-2022,14:00:00,5.73233,25.164898,0.9916236,24.697872,32,0
1533,22-02-2022,15:00:00,7.38108,24.822589,0.9916236,28.7793,27,0
1536,22-02-2022,16:00:00,5.9083,24.469907,2.77654608,25.221132,22,0
1539,22-02-2022,17:00:00,5.72304,24.366177,1.28911068,28.674648,19,0
1542,22-02-2022,18:00:00,6.85012,23.878646,2.57822136,27.314172,18,0
1545,22-02-2022,19:00:00,5.03021,23.090298,2.57822136,24.383916,19,0
1548,22-02-2022,20:00:00,6.31702,22.799854,1.78492248,30.34908,29,0
1551,22-02-2022,21:00:00,6.20924,22.61314,1.38827304,23.5467,32,0
1554,22-02-2022,22:00:00,5.29649,22.40568,1.4874354,22.604832,26,0
1557,22-02-2022,23:00:00,4.51952,21.804046,1.4874354,21.872268,23,0
1560,22-02-2022,00:00:00,5.50978,22.696124,0.09916236,32.860728,20,0
1563,22-02-2022,01:00:00,5.72556,23.909765,1.58659776,24.488568,18,0
1566,22-02-2022,02:00:00,5.41947,24.397296,0.39664944,26.895564,17,0
1569,22-02-2022,03:00:00,6.48926,24.79147,1.28911068,30.34908,26,0
1572,22-02-2022,04:00:00,6.94105,25.662802,0.19832472,31.186296,32,0
1575,22-02-2022,05:00:00,7.03177,26.285182,0.09916236,27.523476,33,0
1578,22-02-2022,06:00:00,6.7415,26.45115,0.09916236,21.349008,25,0
1581,22-02-2022,07:00:00,5.58653,26.959427,1.58659776,30.244428,22,0
1584,23-02-2022,08:00:00,4.98889,26.86607,1.68576012,34.953768,19,0
1587,23-02-2022,09:00:00,5.19073,26.45115,0.89246124,31.186296,18,0
1590,23-02-2022,10:00:00,7.12267,25.942873,0.4958118,25.11648,17,0
1593,23-02-2022,11:00:00,5.55377,25.735413,0.09916236,24.06996,28,0
1596,23-02-2022,12:00:00,4.89213,25.289374,0.39664944,30.34908,33,0
1599,23-02-2022,13:00:00,6.27205,24.99893,1.28911068,30.34908,28,0
1602,23-02-2022,14:00:00,5.56842,24.677367,1.28911068,26.372304,24,0
1605,23-02-2022,15:00:00,5.243,24.501026,1.58659776,19.674576,22,0
1608,23-02-2022,16:00:00,5.1031,23.951257,2.67738372,29.093256,20,0
1611,23-02-2022,17:00:00,5.5996,24.729232,0.29748708,34.744464,19,0
1614,23-02-2022,18:00:00,6.35937,23.982376,1.4874354,20.9304,23,0
1617,23-02-2022,19:00:00,5.75136,23.764543,1.9832472,21.244356,31,0
1620,23-02-2022,20:00:00,4.50707,23.598575,0.79329888,28.465344,33,0
1623,23-02-2022,21:00:00,5.22635,22.955449,1.09078596,20.302488,25,0
1626,23-02-2022,22:00:00,5.73709,22.965822,0.09916236,22.709484,23,0
1629,23-02-2022,23:00:00,4.51328,23.111044,1.88408484,32.44212,21,0
1632,23-02-2022,00:00:00,6.79174,24.023868,2.37989664,27.418824,19,0
1635,23-02-2022,01:00:00,5.38576,24.345431,0.19832472,33.48864,18,0
1638,23-02-2022,02:00:00,5.35541,24.936692,2.37989664,26.267652,24,0
1641,23-02-2022,03:00:00,5.523,26.264436,0.4958118,25.430436,32,0
1644,23-02-2022,04:00:00,4.92154,26.606745,0.0,22.081572,33,0
1647,23-02-2022,05:00:00,7.29558,27.343228,0.09916236,21.872268,25,0
1650,23-02-2022,06:00:00,5.76278,27.913743,0.09916236,20.9304,21,0
1653,23-02-2022,07:00:00,6.29597,27.841132,0.69413652,20.511792,19,0
1656,24-02-2022,08:00:00,6.59285,27.581807,1.78492248,35.58168,18,0
1659,24-02-2022,09:00:00,5.35853,27.312109,1.58659776,21.035052,17,0
1662,24-02-2022,10:00:00,6.39024,26.668983,2.18157192,34.744464,25,0
1665,24-02-2022,11:00:00,6.03209,26.264436,0.19832472,27.20952,32,0
1668,24-02-2022,12:00:00,6.58434,26.13996,0.79329888,30.453732,33,0
1671,24-02-2022,13:00:00,4.58844,25.973992,2.08240956,25.849044,23,0
1674,24-02-2022,14:00:00,6.98569,25.704294,0.89246124,32.44212,21,0
1677,24-02-2022,15:00:00,6.03742,25.071541,1.09078596,20.197836,19,0
1680,24-02-2022,16:00:00,7.33852,24.739605,0.9916236,23.02344,19,0
1683,24-02-2022,17:00:00,5.91506,24.552891,2.18157192,20.40714,23,0
1686,24-02-2022,18:00:00,7.20195,24.117225,0.69413652,22.50018,30,0
1689,24-02-2022,19:00:00,4.94769,23.8579,1.18994832,29.093256,33,0
1692,24-02-2022,20:00:00,5.07886,23.774916,1.78492248,26.163,28,0
1695,24-02-2022,21:00:00,6.07282,0.0,2.08240956,34.849116,24,0
1698,24-02-2022,22:00:00,5.42853,0.0,0.9916236,35.895636,22,0
1701,24-02-2022,23:00:00,6.05329,24.8952,1.9832472,33.697944,21,0
1704,24-02-2022,00:00:00,5.59722,25.673175,2.77654608,23.756004,20,0
1707,24-02-2022,01:00:00,5.98586,26.067349,1.38827304,26.68626,25,0
1710,24-02-2022,02:00:00,7.38228,26.689729,2.28073428,21.349008,32,0
1713,24-02-2022,03:00:00,6.25435,27.727029,1.314898,22.814136,33,0
1716,24-02-2022,04:00:00,5.2303,28.390901,0.910314,29.093256,25,0
1719,24-02-2022,05:00:00,4.81265,28.546496,0.50573,30.558384,23,0
1722,24-02-2022,06:00:00,5.20429,28.390901,0.606876,20.511792,20,0
1725,24-02-2022,07:00:00,6.25334,27.675164,1.719482,25.221132,19,0
1728,25-02-2022,08:00:00,5.3734,27.312109,2.225212,28.674648,18,0
1731,25-02-2022,09:00:00,6.49767,26.65861,2.326358,32.651424,24,0
1734,25-02-2022,10:00:00,5.80503,26.24369,2.02292,28.569996,31,0
1737,25-02-2022,11:00:00,7.00452,25.922127,1.314898,30.035124,33,0
1740,25-02-2022,12:00:00,7.14362,25.849516,0.809168,28.883952,25,0
1743,25-02-2022,13:00:00,6.54113,25.486461,1.618336,31.814208,21,0
1746,25-02-2022,14:00:00,6.11872,25.196017,1.213752,25.325784,19,0
1749,25-02-2022,15:00:00,5.72629,24.947065,1.314898,33.48864,18,0
1752,25-02-2022,16:00:00,6.23638,26.399285,1.416044,34.639812,18,0
1755,25-02-2022,17:00:00,4.85451,25.870262,2.02292,33.697944,25,0
1758,25-02-2022,18:00:00,5.12605,25.455342,0.101146,23.651352,31,0
1761,25-02-2022,19:00:00,7.3296,25.20639,1.416044,33.279336,30,0
1764,25-02-2022,20:00:00,7.24816,25.009303,2.52865,34.116552,22,0
1767,25-02-2022,21:00:00,7.44662,25.496834,2.629796,25.744392,20,0
1770,25-02-2022,22:00:00,7.27521,25.994738,0.708022,30.244428,19,0
1773,25-02-2022,23:00:00,6.5724,26.585999,1.618336,33.174684,18,0
1776,25-02-2022,00:00:00,5.02792,27.332855,2.832088,21.558312,21,0
1779,25-02-2022,01:00:00,6.76348,28.245679,2.427504,30.767688,28,0
1782,25-02-2022,02:00:00,6.95924,28.681345,2.730942,20.825748,31,0
1785,25-02-2022,03:00:00,5.44702,30.019462,0.303438,19.988532,27,0
1788,25-02-2022,04:00:00,6.34675,30.527739,0.202292,31.814208,23,0
1791,25-02-2022,05:00:00,6.27477,30.610723,2.124066,26.476956,21,0
1794,25-02-2022,06:00:00,7.35408,30.434382,0.101146,27.837432,21,0
1797,25-02-2022,07:00:00,5.39705,29.843121,0.303438,22.395528,21,0
1800,26-02-2022,08:00:00,5.7094,29.594169,2.427504,34.116552,23,0
1803,26-02-2022,09:00:00,5.14427,29.0444,2.730942,21.767616,28,0
1806,26-02-2022,10:00:00,7.49263,28.785075,1.112606,28.465344,31,0
1809,26-02-2022,11:00:00,6.80765,27.633672,0.404584,23.965308,27,0
1812,26-02-2022,12:00:00,5.87459,27.332855,2.326358,32.232816,24,0
1815,26-02-2022,13:00:00,7.17347,27.094276,1.921774,27.20952,22,0
1818,26-02-2022,14:00:00,6.027,26.824578,0.910314,20.093184,21,0
1821,26-02-2022,15:00:00,4.8245,27.032038,2.933234,30.139776,20,0
1824,26-02-2022,16:00:00,6.85201,26.637864,0.910314,18.104796,24,0
1827,26-02-2022,17:00:00,6.2713,26.461523,0.708022,30.139776,31,0
1830,26-02-2022,18:00:00,6.26426,26.274809,0.606876,12.662892,33,0
1833,26-02-2022,19:00:00,6.25689,25.320493,0.202292,14.860584,28,0
1836,26-02-2022,20:00:00,5.89814,25.030049,1.719482,13.395456,25,0
1839,26-02-2022,21:00:00,5.72209,25.424223,1.213752,22.186224,24,0
1842,26-02-2022,22:00:00,6.25918,26.420031,2.730942,18.3141,22,0
1845,26-02-2022,23:00:00,6.82315,27.612926,2.52865,10.883808,21,0
1848,26-02-2022,00:00:00,6.02287,28.577615,2.52865,20.093184,24,0
1851,26-02-2022,01:00:00,6.14545,28.774702,2.629796,12.872196,30,0
1854,26-02-2022,02:00:00,4.59674,25.766532,6.421012,55.70628,18,0
1857,26-02-2022,03:00:00,6.73898,29.7362538,7.379372,66.37344,25,0
1860,26-02-2022,04:00:00,5.92606,29.694357,7.66688,56.38356,20,0
1863,26-02-2022,05:00:00,5.64884,27.1491264,6.612684,62.98704,22,0
1866,26-02-2022,06:00:00,5.51152,25.8398514,7.475208,64.17228,19,0
1869,26-02-2022,07:00:00,5.86273,29.8409958,7.283536,67.728,16,0
1872,27-02-2022,08:00:00,5.74345,33.3184302,6.900192,59.93928,17,0
1875,27-02-2022,09:00:00,6.30615,32.5014426,7.571044,62.81772,15,0
1878,27-02-2022,10:00:00,4.98656,26.290242,6.516848,60.1086,17,0
1881,27-02-2022,11:00:00,4.98635,30.9093642,6.22934,62.6484,21,0
1884,27-02-2022,12:00:00,7.00707,31.8520422,6.70852,56.04492,27,0
1887,27-02-2022,13:00:00,5.90586,32.2814844,7.283536,57.90744,17,0
1890,27-02-2022,14:00:00,4.62202,28.1441754,6.996028,54.85968,18,0
1893,27-02-2022,15:00:00,5.4189,28.7097822,7.762716,63.495,20,0
1896,27-02-2022,16:00:00,5.29601,32.2395876,7.379372,62.14044,22,0
1899,27-02-2022,17:00:00,5.70323,31.5482904,7.1877,60.44724,17,0
1902,27-02-2022,18:00:00,5.43752,30.5637156,7.379372,61.29384,24,0
1905,27-02-2022,19:00:00,5.50092,28.3431852,6.612684,66.37344,17,0
1908,27-02-2022,20:00:00,6.75372,30.4066026,7.571044,52.99716,27,0
1911,27-02-2022,21:00:00,6.24972,28.8249984,6.421012,62.14044,20,0
1914,27-02-2022,22:00:00,5.32807,27.4005072,7.954388,65.1882,18,0
1917,27-02-2022,23:00:00,4.78038,32.9204106,7.66688,60.78588,19,0
1920,27-02-2022,00:00:00,7.40159,31.108374,6.996028,57.23016,25,0
1923,27-02-2022,01:00:00,4.54634,29.8305216,8.050224,60.9552,23,0
1926,27-02-2022,02:00:00,5.57163,27.6728364,6.804356,64.3416,21,0
1929,27-02-2022,03:00:00,5.62694,26.552097,7.762716,58.4154,18,0
1932,27-02-2022,04:00:00,5.10151,30.2075928,6.516848,64.17228,28,0
1935,27-02-2022,05:00:00,6.63314,31.3388064,6.516848,57.06084,19,0
1938,27-02-2022,06:00:00,5.14782,29.8200474,8.050224,68.06664,27,0
1941,27-02-2022,07:00:00,4.75378,28.6888338,6.996028,50.28804,19,0
1944,28-02-2022,08:00:00,5.20372,28.3746078,6.516848,50.11872,19,0
1947,28-02-2022,09:00:00,7.03253,31.9777326,7.475208,58.7265,19,0
1950,28-02-2022,10:00:00,5.31301,31.1293224,7.283536,56.406,26,0
1953,28-02-2022,11:00:00,6.83055,28.2070206,7.858552,65.331,19,0
1956,28-02-2022,12:00:00,6.70069,27.599517,7.379372,67.6515,21,0
1959,28-02-2022,13:00:00,6.44676,27.8718462,6.996028,66.9375,19,0
1962,28-02-2022,14:00:00,6.21997,30.9407868,6.900192,70.686,30,0
1965,28-02-2022,15:00:00,6.73004,32.2710102,6.996028,58.191,25,0
1968,28-02-2022,16:00:00,6.54794,31.2340644,7.475208,60.69,20,0
1971,28-02-2022,17:00:00,6.4146,28.7935758,7.762716,67.473,24,0
1974,28-02-2022,18:00:00,4.72162,28.7831016,6.804356,49.4445,19,0
1977,28-02-2022,19:00:00,6.36792,28.594566,7.283536,64.7955,25,0
1980,28-02-2022,20:00:00,6.35941,28.3431852,8.14606,52.6575,26,0
1983,28-02-2022,21:00:00,5.99707,28.5317208,7.283536,80.325,22,0
1986,28-02-2022,22:00:00,6.37965,29.0344824,6.804356,66.759,22,0
1989,28-02-2022,23:00:00,6.79755,29.6105634,7.475208,79.611,21,0
1992,28-02-2022,00:00:00,4.99513,30.3018606,7.475208,52.3005,21,0
1995,28-02-2022,01:00:00,6.88907,30.794148,6.900192,75.8625,25,0
1998,28-02-2022,02:00:00,5.04677,31.4435484,6.996028,49.98,30,0
2001,28-02-2022,03:00:00,4.70599,32.1976908,6.804356,46.5885,24,0
2004,28-02-2022,04:00:00,6.67101,31.8206196,6.325176,68.0085,19,0
2007,28-02-2022,05:00:00,7.0384,31.213116,7.475208,71.4,20,0
2010,28-02-2022,06:00:00,5.2704,31.0978998,7.762716,80.1465,28,0
2013,28-02-2022,07:00:00,5.93236,30.8674674,7.379372,52.122,29,0
2016,01-03-2022,08:00:00,5.52135,30.3542316,7.66688,60.5115,24,0
2019,01-03-2022,09:00:00,4.73061,30.0819024,7.379372,63.546,24,0
2022,01-03-2022,10:00:00,5.68546,29.32776,7.091864,73.542,20,0
2025,01-03-2022,11:00:00,4.69617,29.1078018,7.571044,78.7185,22,0
2028,01-03-2022,12:00:00,7.26858,27.9242172,7.954388,56.406,30,0
2031,01-03-2022,13:00:00,6.45527,31.00426956,6.325176,62.832,20,0
2034,01-03-2022,14:00:00,5.35904,31.37299176,8.050224,77.112,21,0
2037,01-03-2022,15:00:00,6.33808,31.79438856,8.050224,65.5095,28,0
2040,01-03-2022,16:00:00,6.77205,33.2376726,6.516848,61.404,27,0
2043,01-03-2022,17:00:00,6.95518,32.54236788,7.091864,61.047,22,0
2046,01-03-2022,18:00:00,6.58975,32.24739012,6.22934,61.2255,19,0
2049,01-03-2022,19:00:00,4.71569,31.69957428,8.14606,56.2275,17,0
2052,01-03-2022,20:00:00,5.06658,31.21496796,7.475208,76.755,19,0
2055,01-03-2022,21:00:00,5.39071,30.96212988,7.762716,79.4325,29,0
2058,01-03-2022,22:00:00,6.31419,30.74089656,7.379372,68.544,30,0
2061,01-03-2022,23:00:00,4.84081,30.6039426,8.050224,55.335,25,0
2064,01-03-2022,00:00:00,4.74256,29.95077756,7.762716,79.968,21,0
2067,01-03-2022,01:00:00,6.61894,29.0237046,8.050224,67.116,31,0
2070,01-03-2022,02:00:00,4.63917,28.3389348,7.571044,52.122,31,0
2073,01-03-2022,03:00:00,7.04692,27.92807292,7.283536,63.7245,27,0
2076,01-03-2022,04:00:00,6.71701,29.497776,6.612684,68.187,22,0
2079,01-03-2022,05:00:00,5.02446,30.41431404,7.571044,73.3635,27,0
2082,01-03-2022,06:00:00,4.7239,30.75143148,6.70852,79.4325,32,0
2085,01-03-2022,07:00:00,6.23664,31.6574346,7.379372,67.2945,30,0
2088,02-03-2022,08:00:00,6.64598,32.36327424,7.954388,61.047,25,0
2091,02-03-2022,09:00:00,6.74051,32.0788314,7.858552,79.7895,21,0
2094,02-03-2022,10:00:00,6.78407,31.5520854,8.050224,71.2215,19,0
2097,02-03-2022,11:00:00,6.52604,31.12015368,8.050224,74.0775,28,0
2100,02-03-2022,12:00:00,4.84304,30.9199902,6.22934,43.197,32,0
2103,02-03-2022,13:00:00,5.24194,30.15094104,6.900192,55.692,24,0
2106,02-03-2022,14:00:00,5.53221,29.53991568,6.70852,64.26,20,0
2109,02-03-2022,15:00:00,4.59879,28.92889032,8.050224,67.473,31,0
2112,02-03-2022,16:00:00,5.11163,28.9183554,6.612684,65.1525,23,0
2115,02-03-2022,17:00:00,7.29038,30.06666168,6.996028,51.765,23,0
2118,02-03-2022,18:00:00,6.60159,31.42566636,7.66688,62.2965,31,0
2121,02-03-2022,19:00:00,7.29983,32.54236788,7.762716,78.7185,23,0
2124,02-03-2022,20:00:00,5.82868,32.2368552,6.900192,53.907,21,0
2127,02-03-2022,21:00:00,5.1335,31.41513144,6.156228,62.2965,29,0
2130,02-03-2022,22:00:00,6.29279,31.04640924,7.81014,49.4445,31,0
2133,02-03-2022,23:00:00,6.74924,30.50912832,6.523764,79.4325,27,0
2136,02-03-2022,00:00:00,6.02067,30.17201088,5.97246,57.12,21,0
2139,02-03-2022,01:00:00,6.21522,29.64526488,7.626372,53.193,27,0
2142,02-03-2022,02:00:00,6.07259,29.26600776,6.43188,73.7205,32,0
2145,02-03-2022,03:00:00,5.69769,29.04477444,7.626372,55.335,31,0
2148,02-03-2022,04:00:00,4.56021,29.25547284,6.799416,75.8625,26,0
2151,02-03-2022,05:00:00,5.90113,31.14122352,7.442604,71.043,25,0
2154,02-03-2022,06:00:00,4.52672,31.7101092,6.248112,65.1525,32,0
2157,02-03-2022,07:00:00,6.63619,32.3422044,6.615648,49.08785,23,0
2160,03-03-2022,08:00:00,4.75996,32.01562188,6.799416,63.567,21,0
2163,03-03-2022,09:00:00,7.27475,31.7627838,7.626372,60.0355,25,0
